actor_name,actor_parameters,algorithm,censored,collection_duration,collection_throughput,completed_lap_count,completed_lap_denominator,completed_lap_time_mean,confirmation_duration,confirmation_interactions,converged,convergence_duration,convergence_interactions,critic_parameters,end_to_end_duration,episodes_to_confirmation,episodes_to_convergence,evaluation_duration,final_completion_count,final_completion_rate,final_crash_count,final_crash_rate,final_evaluation_count,final_mean_progress,final_mean_return,final_return_minus_best,final_window_return_change,final_window_return_range,late_completion_rate,late_evaluation_count,late_mean_return,late_minimum_return,observation_type,optimization_duration,peak_process_memory,persistence_duration,progress_auc,restricted_convergence_duration,restricted_convergence_interactions,restricted_episodes_to_convergence,return_auc,root_identity,run_checksum,run_id,total_parameters,training_duration,training_interactions,training_throughput
tiny,140,ppo,false,296.4584740011305,6746.307410299809,1,1,27.68,45.693412700169574,200000,true,23.024625500245747,100000,4609,482.3465596999995,415,277,7.141941699992458,1,1.0,0,0.0,1,1.0001166509071924,215.4551443575469,-6.095870642392157,-1.8628258383510854,1.8628258383510854,1.0,8,215.55952421740108,213.95825973177716,frenet,169.60051069998735,789671936,5.123920599991834,0.9942972538533522,23.024625500245747,100000,277,212.84269947460288,0,00704b74c915c02857df779dfa723c4096265236b51f2f46e09923454a521e5f,ppo-tiny-frenet-seed-0,4749,466.0589847011179,2000000,4291.302315054807
tiny,140,ppo,false,300.53050300142786,6654.898521201017,1,1,26.88,46.13095320068169,200000,true,23.119137100249645,100000,4609,493.335094500002,504,336,7.667413899991516,1,1.0,0,0.0,1,1.000196523349629,219.02019790200956,-3.4178356314135385,2.5125896560497267,2.5125896560497267,1.0,8,218.30390188097687,216.50760824595983,frenet,175.33628680000766,789671936,5.69485050000003,0.9840820206587994,23.119137100249645,100000,336,199.50053607398522,1,06638f49c1b86f9210dd5a581cc971381c9194c8f1e88327bf2673ec1eb6aea9,ppo-tiny-frenet-seed-1,4749,475.8667898014355,2000000,4202.856855874599
tiny,140,ppo,false,288.89515259962354,6922.926819654108,1,1,27.6,67.49864669968883,300000,true,44.97439149974889,200000,4609,468.3263982999997,542,397,6.989364599976398,1,1.0,0,0.0,1,1.0001121949626126,215.8123160058939,-5.143421059536735,-0.06476275834012313,0.7328777334007839,1.0,8,216.3632272085946,215.22665675168162,frenet,163.55605779992766,789671936,4.984830299996247,0.9862725975875979,44.97439149974889,200000,397,204.65259270351527,2,bdc57a29bd5600288211052b069682ecb674d13e9df98f7a9eda2d34a3f7f6fd,ppo-tiny-frenet-seed-2,4749,452.4512103995512,2000000,4420.366116898742
tiny,140,ppo,false,294.7591327998816,6785.20112677168,1,1,29.080000000000002,58.086232999976346,250000,true,35.400848500157736,150000,4609,481.1473799000014,564,406,7.1364316000035615,1,1.0,0,0.0,1,1.000204405247809,209.05713752623643,-20.05146088188428,-1.4469368168286678,3.1674943110708114,1.0,8,211.2993609507422,207.3365800319943,frenet,169.83873730002233,789671936,5.411367400003655,0.9833217287150237,35.400848500157736,150000,406,209.29552865663317,3,4b17f97f52e90e10a04da918820c9a8c37de50481e915636869b8c0e094bdb40,ppo-tiny-frenet-seed-3,4749,464.59787009990396,2000000,4304.798038720956
tiny,140,ppo,false,289.26697050078656,6914.028229830553,1,1,26.84,45.86089130032269,200000,true,22.94174690032378,100000,4609,471.4599245999998,497,345,6.473806800007878,1,1.0,0,0.0,1,1.0001802381954359,219.16910714194444,-9.951504785145403,-1.7870234320428153,1.891323144090336,1.0,8,219.14994308583232,217.37051683465137,frenet,166.3937156999964,789671936,5.362045600002602,0.9664604424802287,22.94174690032378,100000,345,214.2323632602103,4,afe16b246ade53826e0bd0c717ff46897af7b45258b5753792b73f8c176329b2,ppo-tiny-frenet-seed-4,4749,455.66068620078295,2000000,4389.230979472118
large,67844,reinforce,false,296.57106210025086,6743.746290809498,1,1,31.240000000000002,77.65823649985032,450000,true,62.19335389992739,350000,,341.425540799999,1067,952,7.774554799992984,1,1.0,0,0.0,1,1.0003367254282207,199.42536260258385,-12.696595429316005,-4.674425671807398,4.674425671807398,1.0,8,206.53441350511133,199.42536260258385,frenet,25.656112399998165,812462080,5.776066200001878,0.9533626466427139,62.19335389992739,350000,952,187.35164072491156,0,2b584c4216d509e42358caac51f2436dea37758a1bf7a8e043f0a2b09c38b815,reinforce-large-frenet-seed-0,67844,322.227174500249,2000000,6206.801158536226
large,67844,reinforce,false,334.56131150001056,5977.977522364946,1,1,27.080000000000002,79.11392179982977,450000,true,62.21700999980567,350000,,382.7342202,640,528,8.284125399999539,1,1.0,0,0.0,1,1.000147376181931,218.03969128829357,0.0,5.982915041577968,5.982915041577968,0.875,8,183.2412358274558,14.039207323714539,frenet,28.25768380002046,812462080,5.245796200002587,0.9128098187948336,62.21700999980567,350000,528,171.70435796946302,1,d7fadb481c0451885599d6ec3715e699c44780669ba8465fdd12273f99cbf9c5,reinforce-large-frenet-seed-1,67844,362.818995300031,2000000,5512.3905470994205
large,67844,reinforce,true,470.6038284994502,4249.859178530539,0,1,,,,false,,,,593.8742151000006,,,0.6034764999931213,0,0.0,1,1.0,1,0.012120517411320659,-5.2360220974994025,-0.36817041548989593,0.0,0.0,0.0,8,-5.2360220974994025,-5.2360220974994025,frenet,43.31822360008482,812462080,60.13382790000287,0.010126023460473362,513.922052099535,2000000,51144,-12.360210535287742,2,7dc85ab873a3f577716854355ded242a5146adccabc1114c223315d9eb2d6387,reinforce-large-frenet-seed-2,67844,513.922052099535,2000000,3891.6407494665077
large,67844,reinforce,false,302.30245989989635,6615.890590709301,1,1,34.76,80.95873240033688,400000,true,65.27184220038362,300000,,349.3421137000005,1736,1627,8.397930699997232,1,1.0,0,0.0,1,1.0002592930133103,183.6151693039415,-17.641154094026632,5.954853852526014,5.954853852526014,1.0,8,184.30536162943196,177.6603154514155,frenet,26.73987080002553,1059676160,5.98249869999745,0.9177693007181446,65.27184220038362,300000,1627,165.3467860820362,3,f719434ca0b83d72077813bdb9590194e2d48e9698090049b676728f8d7ff6a3,reinforce-large-frenet-seed-3,67844,329.0423306999219,2000000,6078.245299763417
large,67844,reinforce,false,308.88357520026693,6474.9315294712105,1,1,31.240000000000002,59.398571200074,300000,true,44.22773070009316,200000,,356.55635939999956,1352,1240,8.40640429999803,1,1.0,0,0.0,1,1.0000291946292632,199.43088076057032,-2.29751724324521,-1.1686127226406313,2.29751724324521,1.0,8,198.9323370678214,195.58895875612347,frenet,27.02001849998487,1059676160,6.194748000001709,0.9336708954527204,44.22773070009316,200000,1240,180.0901296838581,4,3a219959cb3ae9d7d6d7b6c9ad915e535398700ede8ddee5071420f3e2a85d89,reinforce-large-frenet-seed-4,67844,335.9035937002518,2000000,5954.0893205945495
medium,4676,reinforce,false,279.83983309954056,7146.94537174266,1,1,28.64,63.159683399946516,350000,true,49.78557129996079,250000,,313.7501935,1424,1312,7.335568299999068,1,1.0,0,0.0,1,1.0000279257667946,211.12793272931796,0.0,2.324213375359335,2.324213375359335,1.0,8,207.25518529028068,203.8983069831909,frenet,15.067856299987398,812462080,6.197468999998819,0.9346888971469886,49.78557129996079,250000,1312,187.61338455128686,0,a287e059d76cbcb4de17a06c1fddaa3e148aee847fc19a38341e1c6ea77cecc2,reinforce-medium-frenet-seed-0,4676,294.90768939952795,2000000,6781.783154153326
medium,4676,reinforce,false,296.2962851996963,6750.000252794429,1,1,30.240000000000002,119.10544219956137,700000,true,104.41826649960785,600000,,329.10814219999884,1457,1344,6.713889199996629,1,1.0,0,0.0,1,1.0000386897980011,203.8914244227842,-7.670178702650304,-2.017196752312941,2.017196752312941,1.0,8,204.03842835332503,201.75084592163722,frenet,15.155032899994694,812462080,5.405571399998735,0.8817463613893158,104.41826649960785,600000,1344,159.8372126378166,1,881ef0e675eae851db597edd4b6ad9c76d59a3073d3651fd34eb8dfc963cf69f,reinforce-medium-frenet-seed-1,4676,311.451318099691,2000000,6421.549320140714
medium,4676,reinforce,false,300.7151427000481,6650.8124002086715,1,1,31.32,144.45870560044932,850000,true,128.68484930046725,750000,,333.67075399999885,1680,1568,6.8094140000030166,1,1.0,0,0.0,1,1.0002647756386247,199.00524551346655,-9.22288681782561,0.9933407574525859,1.7099941029215984,1.0,8,200.47958826206926,198.01190475601396,frenet,15.19475080000484,812462080,5.306936600001791,0.8502264151176991,128.68484930046725,750000,1568,141.91129120501142,2,dbe9d1b42ad079bec283ec48de3187203741846399f665ca9b2ee046d4536247,reinforce-medium-frenet-seed-2,4676,315.90989350005293,2000000,6330.91916761912
medium,4676,reinforce,false,286.94600929972694,6969.952308731771,1,1,32.64,72.98792689970833,400000,true,58.31688349988872,300000,,320.7135015999993,1360,1248,7.649589900009232,1,1.0,0,0.0,1,1.0000754557244271,193.03902042808045,-14.929393995343958,3.1306187129450507,3.1306187129450507,1.0,8,190.5291287168203,189.711020641913,frenet,14.967377299970394,812462080,5.774091800003589,0.9273974007750155,58.31688349988872,300000,1248,175.17759900097658,3,e3a663f4f613b2ab35debf81cbc71e19a1ce7027b9ab194c878b770b627ba5fd,reinforce-medium-frenet-seed-3,4676,301.91338659969733,2000000,6624.416434544426
medium,4676,reinforce,false,286.72226240009877,6975.391388371352,1,1,26.76,70.65236299999378,400000,true,56.525117900016994,300000,,319.16507640000054,1226,1112,6.501460600005885,1,1.0,0,0.0,1,1.0000135364697702,219.5099031278888,-3.92299050506071,0.7095971777962973,0.7095971777962973,1.0,8,219.57193201988457,218.51473954816151,frenet,14.93521330000658,812462080,5.6833607999978994,0.8959841391437776,56.525117900016994,300000,1112,174.4365943794198,4,f95004f947b94c96d0960622ee3d8bfba7ebb12bed791cd45e22168d8cf0a6de,reinforce-medium-frenet-seed-4,4676,301.65747570010535,2000000,6630.036253397255
small,1316,reinforce,false,299.08995550014697,6686.951411175081,1,1,31.400000000000002,113.67142109969609,650000,true,98.53868969968426,550000,,332.6433281000009,1760,1648,7.437571600003139,1,1.0,0,0.0,1,1.0000201266970676,198.63904336675944,-10.239763188481504,-0.5992465315237041,0.5992465315237041,1.0,8,198.7359339179867,198.31496700158226,frenet,14.716035300007206,788492288,5.641746500003137,0.8825621612705775,98.53868969968426,550000,1648,160.34536590402624,0,4abed69fc061686c68297bde0bcd34ccc6b941da4cbd29aacb4f81c9a5b07c21,reinforce-small-frenet-seed-0,1316,313.8059908001542,2000000,6373.364622199613
small,1316,reinforce,false,299.8332543999568,6670.374185153387,1,1,27.04,78.2140447996644,400000,true,63.32749569973748,300000,,334.4737590000004,2000,1880,7.146437399995193,1,1.0,0,0.0,1,1.0002186856261133,218.2376964743218,-0.7727256611999564,-0.2006472440413063,0.7727256611999564,1.0,8,217.06966398628623,215.28655941125373,frenet,15.025230499997633,798212096,6.62181800000144,0.9099286448052942,63.32749569973748,300000,1880,187.7221211888368,1,38369d2a7cd2a8a80335908d6b584637acffc0b6b7669f3add6440a9a7284cb1,reinforce-small-frenet-seed-1,1316,314.8584848999544,2000000,6352.060039403084
small,1316,reinforce,false,301.94148340032007,6623.800007461578,1,1,31.6,118.70864949975476,650000,true,103.61018289984531,550000,,335.51147519999904,1912,1800,7.421346299992365,1,1.0,0,0.0,1,1.0001016985735165,197.81732771949157,-16.136706342090463,0.9118099791588179,0.9118099791588179,1.0,8,196.7685450700151,195.91633601340544,frenet,14.526279700017767,812462080,5.889216499997929,0.874710554447911,103.61018289984531,550000,1800,160.78925060580178,2,d93ec759abb2c6c1b33247b331299c472fd0d8f467bd3ae3123b6b84ab3cc50a,reinforce-small-frenet-seed-2,1316,316.46776310033783,2000000,6319.759018759484
small,1316,reinforce,false,300.778679700079,6649.407471281864,1,1,28.48,76.58444160004365,400000,true,62.19372140000269,300000,,334.36175860000003,1536,1432,7.328379500002484,1,1.0,0,0.0,1,1.000008278794235,211.7371501048097,-2.2916491115910844,-1.1799989757801654,1.1799989757801654,1.0,8,212.6064632857138,211.47257292576413,frenet,14.71731740001087,812462080,5.76632570000038,0.9098616089753322,62.19372140000269,300000,1432,181.84696236537516,3,5c27f056d1dc16ed33c9b2b9d5551421fde838ea721304f043d8a83114854a06,reinforce-small-frenet-seed-3,1316,315.4959971000899,2000000,6339.224644316193
small,1316,reinforce,false,300.4049760006201,6657.679332168825,1,1,30.88,141.5796870002905,800000,true,125.89065380020656,700000,,332.8187829000017,1688,1561,6.792925899997499,1,1.0,0,0.0,1,1.0003074346885037,201.00812376390266,-14.773609699397326,-0.16093042792394385,0.31452275354408243,1.0,8,201.27559884727435,200.95198382605503,frenet,14.624553399986326,812462080,5.321834699998362,0.8483604779708621,125.89065380020656,700000,1561,150.19119269635368,4,afe84808b3538231e28124a060e0241407628efa9f0b77edd9e1787fae29d8c4,reinforce-small-frenet-seed-4,1316,315.0295294006064,2000000,6348.61120417923
tiny,140,reinforce,true,248.89246920043115,8035.5986921782505,0,1,,,,false,,,,276.4787374000007,,,3.958802099999957,0,0.0,1,1.0,1,0.6750579969067029,43.06990417019588,-0.2904986630016637,0.10436498274372497,0.1105247585918363,0.0,8,43.07320850256936,42.95937941160405,frenet,13.046726200029298,774254592,5.613506600002438,0.5626893324854715,261.93919540046045,2000000,4328,34.67727996426959,0,09930d4a4e4006a80e8119835f179702c3818a8c9e3271f721d66f996fde4383,reinforce-tiny-frenet-seed-0,140,261.93919540046045,2000000,7635.359790054865
tiny,140,reinforce,false,303.2796386006794,6594.573935882815,1,1,28.0,159.5738225001951,850000,true,144.86185550021037,750000,,335.86659080000027,3296,3176,5.823657399996591,1,1.0,0,0.0,1,1.000124007367641,214.01418327213986,-1.7832507434955005,-0.9885232574079055,0.9885232574079055,1.0,8,214.63811125229037,212.90713969078976,frenet,14.139131800005998,792772608,6.751858999999968,0.7986373227406005,144.86185550021037,750000,3176,146.55018082868517,1,409713b5313cce94bcd4353795eb9e09d4e5f91ece9d26f0fa47831d212662f2,reinforce-tiny-frenet-seed-1,140,317.4187704006854,2000000,6300.8246093176895
tiny,140,reinforce,true,303.7663089007219,6584.0086322859715,0,1,,,,false,,,,333.51474119999875,,,4.00926379998964,0,0.0,1,1.0,1,0.9692147454594928,65.04663439255886,-149.87653841002668,21.448721769013417,171.32526017904013,0.125,8,67.52721153330225,43.243122183276434,frenet,13.937838999991072,792772608,6.001291799999308,0.5450190761350135,317.704147900713,2000000,4328,37.037335092740875,2,5abf1a9e61a887cb48b471cb5e27f121e8ce4c36b78c4a1c0a7d295d22f08842,reinforce-tiny-frenet-seed-2,140,317.704147900713,2000000,6295.164898586808
tiny,140,reinforce,false,286.987147699514,6968.953195402579,1,1,27.88,176.82071829985762,1100000,true,163.26946919991315,1000000,,317.04721269999936,3376,3256,5.327568899991093,1,1.0,0,0.0,1,1.0001535742697725,214.44970692172268,-1.60418506534117,1.055162144352721,1.055162144352721,1.0,8,211.27661313339627,208.33056041153415,frenet,13.275368899996465,797954048,6.030411700005061,0.7527220138640318,163.26946919991315,1000000,3256,123.93526501866666,3,86ce8f6351d887066dc061cef07897d2aa8a005d177ae0bfe66805bde89b27d9,reinforce-tiny-frenet-seed-3,140,300.2625165995105,2000000,6660.838064804459
tiny,140,reinforce,false,301.35750689883207,6636.635737338425,0,1,,196.56544290014972,1150000,true,181.73399480044645,1050000,,330.8884127000001,2984,2865,4.791706099991643,0,0.0,1,1.0,1,0.6893808917775284,44.93591226270056,-175.06701046414364,0.20166984894944306,0.20166984894944306,0.125,8,66.59317897010705,44.459515690051184,frenet,13.558208799991917,797954048,5.550296399995204,0.68102487634883,181.73399480044645,1050000,2865,93.32735522215657,4,9083cc05ee3dcca76920a797b39825eccb50e1cd7aecd551b7cf96ecb6ef7d7b,reinforce-tiny-frenet-seed-4,140,314.915715698824,2000000,6350.905656016039
