actor_name,algorithm,braking_fraction,circuit_identity,circuit_seed,circuit_split,curvature_bin,lower_curvature,mean_absolute_steering,mean_speed,mean_throttle,observation_type,outcome,root_identity,run_id,sample_count,training_interactions,upper_curvature
medium,reinforce,0.3295774647887324,0,0,development,straight,0.0,0.6522955785151309,15.508032446894097,0.1734770576489276,frenet,completed,2,reinforce-medium-frenet-seed-2,355,2000000,1e-08
medium,reinforce,0.2702702702702703,0,0,development,curve_1,0.0,0.6474854556374381,16.765959302433373,0.08606057518393764,frenet,completed,2,reinforce-medium-frenet-seed-2,259,2000000,0.05485719880639534
medium,reinforce,0.2485207100591716,0,0,development,curve_2,0.05485719880639534,0.8238324278954571,17.3529674423741,0.10689383680579534,frenet,completed,2,reinforce-medium-frenet-seed-2,169,2000000,0.08331733356806285
medium,reinforce,0.23410404624277456,0,0,development,straight,0.0,0.06489775253754551,15.793413846131832,0.16977777251350623,frenet,completed,3,reinforce-medium-frenet-seed-3,346,2000000,1e-08
medium,reinforce,0.2857142857142857,0,0,development,curve_1,0.0,0.16255018026993004,16.946940401690327,0.07381059577337942,frenet,completed,3,reinforce-medium-frenet-seed-3,252,2000000,0.05485719880639534
medium,reinforce,0.027522935779816515,0,0,development,curve_2,0.05485719880639534,0.3785258472102498,16.264415610217622,0.1080902125682402,frenet,completed,3,reinforce-medium-frenet-seed-3,218,2000000,0.08331733356806285
medium,reinforce,0.0627062706270627,0,0,development,straight,0.0,0.09034889882379335,18.130750488204644,0.26345272733378083,frenet,completed,4,reinforce-medium-frenet-seed-4,303,2000000,1e-08
medium,reinforce,0.2995169082125604,0,0,development,curve_1,0.0,0.31577983770771445,20.238271922382694,0.15088342878377572,frenet,completed,4,reinforce-medium-frenet-seed-4,207,2000000,0.05485719880639534
medium,reinforce,0.5345911949685535,0,0,development,curve_2,0.05485719880639534,0.7185913610195963,19.831492642846857,0.042104984922100255,frenet,completed,4,reinforce-medium-frenet-seed-4,159,2000000,0.08331733356806285
small,reinforce,0.05309734513274336,0,0,development,straight,0.0,0.03190631055184517,16.259707988575673,0.18785658588678958,frenet,completed,0,reinforce-small-frenet-seed-0,339,2000000,1e-08
small,reinforce,0.2217573221757322,0,0,development,curve_1,0.0,0.15852636702857506,17.780877812292974,0.09366520357398106,frenet,completed,0,reinforce-small-frenet-seed-0,239,2000000,0.05485719880639534
small,reinforce,0.12077294685990338,0,0,development,curve_2,0.05485719880639534,0.4466160427652983,17.41075392741361,0.07329405037276245,frenet,completed,0,reinforce-small-frenet-seed-0,207,2000000,0.08331733356806285
small,reinforce,0.24758842443729903,0,0,development,straight,0.0,0.07387497871507774,17.672356998991855,0.19022766030034188,frenet,completed,1,reinforce-small-frenet-seed-1,311,2000000,1e-08
small,reinforce,0.0684931506849315,0,0,development,curve_1,0.0,0.21077783704526962,19.530335786159725,0.11587536992897496,frenet,completed,1,reinforce-small-frenet-seed-1,219,2000000,0.05485719880639534
small,reinforce,0.0,0,0,development,curve_2,0.05485719880639534,0.38936771615727306,19.316342770820118,0.15450668011549606,frenet,completed,1,reinforce-small-frenet-seed-1,146,2000000,0.08331733356806285
small,reinforce,0.04046242774566474,0,0,development,straight,0.0,0.08369716430899507,16.074854093096214,0.20925259265027177,frenet,completed,2,reinforce-small-frenet-seed-2,346,2000000,1e-08
small,reinforce,0.14644351464435146,0,0,development,curve_1,0.0,0.19317998459258712,17.662653965895913,0.13080923260281166,frenet,completed,2,reinforce-small-frenet-seed-2,239,2000000,0.05485719880639534
small,reinforce,0.44878048780487806,0,0,development,curve_2,0.05485719880639534,0.5174891932708461,16.98853302783643,0.026118096026234192,frenet,completed,2,reinforce-small-frenet-seed-2,205,2000000,0.08331733356806285
small,reinforce,0.16139240506329114,0,0,development,straight,0.0,0.08846809991555807,17.270100369495555,0.20872933580982203,frenet,completed,3,reinforce-small-frenet-seed-3,316,2000000,1e-08
small,reinforce,0.3022222222222222,0,0,development,curve_1,0.0,0.17487637402386302,19.010825023462733,0.13073938915014474,frenet,completed,3,reinforce-small-frenet-seed-3,225,2000000,0.05485719880639534
small,reinforce,0.30994152046783624,0,0,development,curve_2,0.05485719880639534,0.42204409724439096,18.195190902483994,0.09874929950507194,frenet,completed,3,reinforce-small-frenet-seed-3,171,2000000,0.08331733356806285
small,reinforce,0.06956521739130435,0,0,development,straight,0.0,0.0813964929088336,15.88007690303411,0.17077433072887632,frenet,completed,4,reinforce-small-frenet-seed-4,345,2000000,1e-08
small,reinforce,0.09623430962343096,0,0,development,curve_1,0.0,0.20114872073311413,17.6797429216808,0.08589485810768097,frenet,completed,4,reinforce-small-frenet-seed-4,239,2000000,0.05485719880639534
small,reinforce,0.09574468085106383,0,0,development,curve_2,0.05485719880639534,0.4326855021310931,17.54885321209405,0.09162002344965003,frenet,completed,4,reinforce-small-frenet-seed-4,188,2000000,0.08331733356806285
tiny,reinforce,0.0,0,0,development,straight,0.0,0.08448739683775316,16.102441274833232,0.22633118123681714,frenet,crashed,0,reinforce-tiny-frenet-seed-0,241,2000000,1e-08
tiny,reinforce,0.0,0,0,development,curve_1,0.0,0.24438121717763492,19.234736585207106,0.16910829979639788,frenet,crashed,0,reinforce-tiny-frenet-seed-0,130,2000000,0.05485719880639534
tiny,reinforce,0.0,0,0,development,curve_2,0.05485719880639534,0.4990191216702047,20.19089408191524,0.15405350515375968,frenet,crashed,0,reinforce-tiny-frenet-seed-0,115,2000000,0.08331733356806285
tiny,reinforce,0.0,0,0,development,straight,0.0,0.10944579712302198,16.670313619523608,0.17023730580271645,frenet,completed,1,reinforce-tiny-frenet-seed-1,330,2000000,1e-08
tiny,reinforce,0.0,0,0,development,curve_1,0.0,0.23926509502944687,19.059867678855923,0.13482497535508625,frenet,completed,1,reinforce-tiny-frenet-seed-1,217,2000000,0.05485719880639534
tiny,reinforce,0.0,0,0,development,curve_2,0.05485719880639534,0.423108759537047,18.987945550186144,0.11938299477295158,frenet,completed,1,reinforce-tiny-frenet-seed-1,153,2000000,0.08331733356806285
tiny,reinforce,0.06333333333333334,0,0,development,straight,0.0,0.1496442219770203,17.03206168304403,0.22703737107959265,frenet,crashed,2,reinforce-tiny-frenet-seed-2,300,2000000,1e-08
tiny,reinforce,0.14150943396226415,0,0,development,curve_1,0.0,0.2666355740072487,19.72436343217446,0.14783313345462787,frenet,crashed,2,reinforce-tiny-frenet-seed-2,212,2000000,0.05485719880639534
tiny,reinforce,0.36875,0,0,development,curve_2,0.05485719880639534,0.5057630448718555,20.325735930757475,0.06117867352113535,frenet,crashed,2,reinforce-tiny-frenet-seed-2,160,2000000,0.08331733356806285
tiny,reinforce,0.01818181818181818,0,0,development,straight,0.0,0.10686791249529713,16.667590539477498,0.18646095352332023,frenet,completed,3,reinforce-tiny-frenet-seed-3,330,2000000,1e-08
tiny,reinforce,0.013452914798206279,0,0,development,curve_1,0.0,0.2412082862960918,19.016420364293648,0.1350101504094832,frenet,completed,3,reinforce-tiny-frenet-seed-3,223,2000000,0.05485719880639534
tiny,reinforce,0.2916666666666667,0,0,development,curve_2,0.05485719880639534,0.36346830393045415,19.105340505678353,0.07212413895710294,frenet,completed,3,reinforce-tiny-frenet-seed-3,144,2000000,0.08331733356806285
tiny,reinforce,0.0,0,0,development,straight,0.0,0.12279885626635649,16.544564528521818,0.2278610088483051,frenet,crashed,4,reinforce-tiny-frenet-seed-4,243,2000000,1e-08
tiny,reinforce,0.0,0,0,development,curve_1,0.0,0.2762918000626087,19.77599778090095,0.1887648329429794,frenet,crashed,4,reinforce-tiny-frenet-seed-4,128,2000000,0.05485719880639534
tiny,reinforce,0.0,0,0,development,curve_2,0.05485719880639534,0.39514030333535344,20.373231081511232,0.17250677556091665,frenet,crashed,4,reinforce-tiny-frenet-seed-4,102,2000000,0.08331733356806285
