actor_name,algorithm,contrast,end_to_end_duration,final_completion_rate,final_crash_rate,final_mean_progress,final_mean_return,late_completion_rate,late_mean_return,progress_auc,restricted_convergence_duration,restricted_convergence_interactions,return_auc,root_identity,training_duration
small,,reinforce_minus_a2c,-3.5062579000023106,0.0,0.0,-8.76262555848939e-07,-32.80439545310992,0.0,-32.12622415276806,0.09363774775535993,-16.93904609902347,-200000.0,13.321135669808257,2,-7.188937199936845
small,,reinforce_minus_a2c,-5.361879500000214,0.0,0.0,-0.00021824731129771457,-11.743489688767,0.0,-14.97410877789082,0.12636859916329235,-52.27300960003413,-400000.0,26.39815394349415,3,-7.851028799494088
small,,reinforce_minus_a2c,-7.146926400000666,0.0,0.0,8.418636698048765e-05,-12.108815904221359,0.0,-15.678776138070077,0.14153117396095294,-74.99184330007847,-550000.0,35.72793720891943,1,-10.563299900222773
small,,reinforce_minus_a2c,-9.572920399998111,0.0,0.0,-0.0001123976330812404,-26.891525339620188,0.0,-25.338431449203654,0.11027341609799546,-37.46458669865933,-300000.0,16.844649184252887,4,-11.279215599697636
small,,reinforce_minus_ppo,-127.22091729999738,1.0,-1.0,0.08021641459793483,153.51168105579205,0.375,49.64078426308063,-0.07867788920672314,40.98491329958051,200000.0,-15.714717642497789,1,-130.5555356995883
small,,reinforce_minus_ppo,-129.37431709999692,0.0,0.0,-0.00036292273669458197,-22.957674485917806,0.0,-25.498119372435212,-0.111984425895723,76.21509049994529,450000.0,-56.74877272431729,0,-131.3970114985259
small,,reinforce_minus_ppo,-130.49266050000006,0.0,0.0,-0.0002836184195742497,0.40701349248951146,0.0,3.6931433822378494,-0.0844809285516992,38.29565429987997,200000.0,-26.445807004718063,3,-132.61162209999748
small,,reinforce_minus_ppo,-135.67388390000087,0.0,0.0,-0.00012414704375962593,-10.014369050170473,0.0,-11.994188465228518,-0.12549472035494924,92.37850899985096,500000.0,-58.15608952384798,2,-138.16525240053852
small,,reinforce_minus_ppo,-153.1595692999981,0.0,0.0,0.0002727495375944855,-29.24207274856937,0.0,-28.58465374961935,-0.14180760501640777,103.104718500339,600000.0,-73.62081209955136,4,-154.1008034989536
tiny,,a2c_minus_ppo,-127.776755400002,0.0,0.0,0.0001569614332677105,6.025578329985848,-0.375,-61.64318181253893,-0.4431814474032102,290.30105429988544,1800000.0,-159.61320210725754,4,-126.59872890065162
tiny,,a2c_minus_ppo,-134.34573509999973,-1.0,1.0,-0.43662991359186576,-179.2178720280519,-1.0,-179.8338888938732,-0.49476449896230484,275.45530110061736,1800000.0,-166.42362539603283,2,-132.0075332991837
tiny,,a2c_minus_ppo,-137.47803260000364,-1.0,1.0,-0.4504822576835852,-173.40137565385066,-0.75,-127.67157162722383,-0.5007849153464461,293.2489569996724,1850000.0,-168.0760826488702,3,-135.93441840007654
tiny,,a2c_minus_ppo,-145.618228000003,0.0,0.0,0.00013591558497472178,3.3960947509233392,-0.25,-40.148281648446755,-0.40673503346143414,220.22277709939954,1350000.0,-125.81227875823669,1,-143.5421279019065
tiny,,a2c_minus_ppo,-162.49981339999795,0.0,0.0,-7.23510567155472e-05,9.096171872464168,-0.375,-61.83915611231555,-0.4603667124326005,251.68175079888533,1700000.0,-153.37998955735318,0,-160.2832542020078
tiny,,reinforce_minus_a2c,-0.4659220000012283,0.0,0.0,0.40573246408874597,28.452190414716853,0.125,30.99787321858085,0.0535109775097205,-2.7255446996532555,0.0,-1.191632214741574,2,-2.7395291996544984
tiny,,reinforce_minus_a2c,-11.850275699998747,0.0,0.0,-0.00020843156696281895,-8.402109380793036,0.25,36.48249101976026,0.2212903355432353,-98.48005869943881,-700000.0,72.86192351293664,1,-14.90589149884363
tiny,,reinforce_minus_a2c,-12.794756499997675,-1.0,1.0,-0.31095630785117523,-180.25877320922973,-0.5,-90.91358230318635,0.15774588127181155,-131.50880639976276,-850000.0,38.70819406920381,4,-14.146241601307338
tiny,,reinforce_minus_a2c,-26.62213459999839,1.0,-1.0,0.4504314267055487,178.7939450493369,0.75,127.6488238098779,0.2701852004954542,-165.38033629991696,-1000000.0,82.71581901090369,3,-28.40093510031693
tiny,,reinforce_minus_a2c,-43.36800890000086,-1.0,1.0,-0.32498630294377395,-181.4814120598152,-0.625,-110.64715960251617,0.02875879106471979,-12.767180898670631,200000.0,-24.78542995298011,0,-43.83653509864962
tiny,,reinforce_minus_ppo,-134.81165710000096,-1.0,1.0,-0.03089744950311979,-150.76568161333506,-0.875,-148.83601567529234,-0.44125352145258434,272.7297564009641,1800000.0,-167.6152576107744,2,-134.7470624988382
tiny,,reinforce_minus_ppo,-140.57151189999968,-1.0,1.0,-0.3107993464179075,-174.23319487924388,-0.875,-152.5567641157253,-0.28543556613139864,158.79224790012267,950000.0,-120.90500803805372,4,-140.74497050195896
tiny,,reinforce_minus_ppo,-157.46850370000175,0.0,0.0,-7.251598198809717e-05,-5.006014629869696,0.0,-3.6657906286864943,-0.18544469791819884,121.74271839996072,650000.0,-52.950355245300045,1,-158.44801940075013
tiny,,reinforce_minus_ppo,-164.10016720000203,0.0,0.0,-5.083097803648684e-05,5.392569395486248,0.0,-0.022747817345930343,-0.23059971485099184,127.86862069975541,850000.0,-85.36026363796651,3,-164.33535350039347
tiny,,reinforce_minus_ppo,-205.8678222999988,-1.0,1.0,-0.3250586540004895,-172.38524018735103,-1.0,-172.48631571483173,-0.43160792136788073,238.9145699002147,1900000.0,-178.1654195103333,0,-204.11978930065743
