actor_name,algorithm,completion_rate,crash_rate,evaluation_count,lap_target_rate,mean_progress,mean_return,median_progress,observation_type,root_identity,run_checksum,run_id,training_duration,training_interactions
large,a2c,0.0,1.0,1,0.0,0.2097266833321501,9.165252491604988,0.2097266833321501,frenet,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,100.33713960005844,550000
large,a2c,1.0,0.0,1,1.0,1.0002725095492893,210.93898591928058,1.0002725095492893,frenet,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,109.37343799985683,600000
large,a2c,1.0,0.0,1,1.0,1.000220885407696,212.01794059548945,1.000220885407696,frenet,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,118.2731402999234,650000
large,a2c,1.0,0.0,1,1.0,1.0001697326320267,207.18350153295762,1.0001697326320267,frenet,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,127.0832566000172,700000
large,a2c,1.0,0.0,1,1.0,1.0000785162388404,199.39983169123266,1.0000785162388404,frenet,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,136.08497389994955,750000
large,a2c,1.0,0.0,1,1.0,1.0002372282622236,205.17778375664795,1.0002372282622236,frenet,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,144.8700604000478,800000
large,a2c,1.0,0.0,1,1.0,1.000114229279323,203.76027463279826,1.000114229279323,frenet,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,153.6920922000645,850000
large,a2c,1.0,0.0,1,1.0,1.0002785270732482,212.30678330445005,1.0002785270732482,frenet,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,162.47553220004556,900000
large,a2c,1.0,0.0,1,1.0,1.0000523701343307,210.22853851743537,1.0000523701343307,frenet,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,171.30288710006062,950000
large,a2c,0.0,0.0,1,0.0,0.3985111254972234,-0.14888745027766184,0.3985111254972234,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,17.99142209995989,100000
large,a2c,0.0,1.0,1,0.0,0.536342458885322,32.04082961709886,0.536342458885322,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,183.90298559994335,1000000
large,a2c,1.0,0.0,1,1.0,1.0001241801777543,197.4546224869396,1.0001241801777543,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,192.7507114999753,1050000
large,a2c,1.0,0.0,1,1.0,1.0001562542569638,200.48082155022746,1.0001562542569638,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,201.59539509983733,1100000
large,a2c,1.0,0.0,1,1.0,1.0001503133329828,200.87983851718474,1.0001503133329828,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,210.47330179966957,1150000
large,a2c,1.0,0.0,1,1.0,1.0002001678253987,211.962048961146,1.0002001678253987,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,219.27790549946076,1200000
large,a2c,0.0,1.0,1,0.0,0.6665120395967329,43.37461052544667,0.6665120395967329,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,228.1729808993623,1250000
large,a2c,1.0,0.0,1,1.0,1.0004128693948418,214.4899468523534,1.0004128693948418,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,237.0277611993879,1300000
large,a2c,0.0,1.0,1,0.0,0.48858673326734464,29.75314251281427,0.48858673326734464,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,246.1068290993062,1350000
large,a2c,1.0,0.0,1,1.0,1.000345509569528,200.41547635320353,1.000345509569528,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,254.95154639914108,1400000
large,a2c,1.0,0.0,1,1.0,1.000364651386013,209.3585527193813,1.000364651386013,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,263.7612062990811,1450000
large,a2c,0.0,1.0,1,0.0,0.06576029572468023,-4.834997997869442,0.06576029572468023,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,26.75842720024957,150000
large,a2c,0.0,1.0,1,0.0,0.5355345082563403,33.07140186915901,0.5355345082563403,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,272.6892000991538,1500000
large,a2c,0.0,1.0,1,0.0,0.5097319280438873,31.173066694851855,0.5097319280438873,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,281.5873371991802,1550000
large,a2c,0.0,0.0,1,0.0,0.5361537275802705,13.615372758027107,0.5361537275802705,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,290.6188876990527,1600000
large,a2c,1.0,0.0,1,1.0,1.000286981913775,195.49539881713912,1.000286981913775,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,299.44417759891076,1650000
large,a2c,0.0,1.0,1,0.0,0.43294485767988106,22.797487032799697,0.43294485767988106,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,308.55232469893235,1700000
large,a2c,1.0,0.0,1,1.0,1.0000592865143243,176.69689447834926,1.0000592865143243,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,317.4300649990182,1750000
large,a2c,1.0,0.0,1,1.0,1.00021992559869,164.29578059256974,1.00021992559869,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,326.2872210992973,1800000
large,a2c,1.0,0.0,1,1.0,1.0001165263235696,176.7621645583414,1.0001165263235696,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,334.899767399329,1850000
large,a2c,1.0,0.0,1,1.0,1.000263757941735,186.85567001751608,1.000263757941735,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,343.26690969942865,1900000
large,a2c,1.0,0.0,1,1.0,1.0002271385118713,181.06161689076168,1.0002271385118713,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,351.61270889933076,1950000
large,a2c,0.0,1.0,1,0.0,0.21196424695873836,7.028327644525103,0.21196424695873836,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,35.61920080029813,200000
