actor_name,algorithm,contrast,end_to_end_duration__confidence_interval_high,end_to_end_duration__confidence_interval_low,end_to_end_duration__count,end_to_end_duration__first_quartile,end_to_end_duration__maximum,end_to_end_duration__mean,end_to_end_duration__median,end_to_end_duration__minimum,end_to_end_duration__sample_standard_deviation,end_to_end_duration__third_quartile,final_completion_rate__confidence_interval_high,final_completion_rate__confidence_interval_low,final_completion_rate__count,final_completion_rate__first_quartile,final_completion_rate__maximum,final_completion_rate__mean,final_completion_rate__median,final_completion_rate__minimum,final_completion_rate__sample_standard_deviation,final_completion_rate__third_quartile,final_crash_rate__confidence_interval_high,final_crash_rate__confidence_interval_low,final_crash_rate__count,final_crash_rate__first_quartile,final_crash_rate__maximum,final_crash_rate__mean,final_crash_rate__median,final_crash_rate__minimum,final_crash_rate__sample_standard_deviation,final_crash_rate__third_quartile,final_mean_progress__confidence_interval_high,final_mean_progress__confidence_interval_low,final_mean_progress__count,final_mean_progress__first_quartile,final_mean_progress__maximum,final_mean_progress__mean,final_mean_progress__median,final_mean_progress__minimum,final_mean_progress__sample_standard_deviation,final_mean_progress__third_quartile,final_mean_return__confidence_interval_high,final_mean_return__confidence_interval_low,final_mean_return__count,final_mean_return__first_quartile,final_mean_return__maximum,final_mean_return__mean,final_mean_return__median,final_mean_return__minimum,final_mean_return__sample_standard_deviation,final_mean_return__third_quartile,late_completion_rate__confidence_interval_high,late_completion_rate__confidence_interval_low,late_completion_rate__count,late_completion_rate__first_quartile,late_completion_rate__maximum,late_completion_rate__mean,late_completion_rate__median,late_completion_rate__minimum,late_completion_rate__sample_standard_deviation,late_completion_rate__third_quartile,late_mean_return__confidence_interval_high,late_mean_return__confidence_interval_low,late_mean_return__count,late_mean_return__first_quartile,late_mean_return__maximum,late_mean_return__mean,late_mean_return__median,late_mean_return__minimum,late_mean_return__sample_standard_deviation,late_mean_return__third_quartile,progress_auc__confidence_interval_high,progress_auc__confidence_interval_low,progress_auc__count,progress_auc__first_quartile,progress_auc__maximum,progress_auc__mean,progress_auc__median,progress_auc__minimum,progress_auc__sample_standard_deviation,progress_auc__third_quartile,restricted_convergence_duration__confidence_interval_high,restricted_convergence_duration__confidence_interval_low,restricted_convergence_duration__count,restricted_convergence_duration__first_quartile,restricted_convergence_duration__maximum,restricted_convergence_duration__mean,restricted_convergence_duration__median,restricted_convergence_duration__minimum,restricted_convergence_duration__sample_standard_deviation,restricted_convergence_duration__third_quartile,restricted_convergence_interactions__confidence_interval_high,restricted_convergence_interactions__confidence_interval_low,restricted_convergence_interactions__count,restricted_convergence_interactions__first_quartile,restricted_convergence_interactions__maximum,restricted_convergence_interactions__mean,restricted_convergence_interactions__median,restricted_convergence_interactions__minimum,restricted_convergence_interactions__sample_standard_deviation,restricted_convergence_interactions__third_quartile,return_auc__confidence_interval_high,return_auc__confidence_interval_low,return_auc__count,return_auc__first_quartile,return_auc__maximum,return_auc__mean,return_auc__median,return_auc__minimum,return_auc__sample_standard_deviation,return_auc__third_quartile,root_count,training_duration__confidence_interval_high,training_duration__confidence_interval_low,training_duration__count,training_duration__first_quartile,training_duration__maximum,training_duration__mean,training_duration__median,training_duration__minimum,training_duration__sample_standard_deviation,training_duration__third_quartile
tiny,,reinforce_minus_a2c,-7.485430379999525,-33.32048431999938,5,-26.62213459999839,-0.4659220000012283,-19.02021953999938,-12.794756499997675,-43.36800890000086,16.469899826899468,-11.850275699998747,0.4,-0.8,5,-1.0,1.0,-0.2,0.0,-1.0,0.8366600265340756,0.0,0.8,-0.4,5,0.0,1.0,0.2,0.0,-1.0,0.8366600265340756,1.0,0.3424238700043253,-0.2544187306313722,5,-0.31095630785117523,0.4504314267055487,0.044002569686476534,-0.00020843156696281895,-0.32498630294377395,0.37421121636773225,0.40573246408874597,81.2180323094629,-146.37649598377658,5,-180.25877320922973,178.7939450493369,-32.57923183715684,-8.402109380793036,-181.4814120598152,152.45416841986668,28.452190414716853,0.425,-0.425,5,-0.5,0.75,0.0,0.125,-0.625,0.5659615711335886,0.25,71.85210057557143,-77.27451401819492,5,-90.91358230318635,127.6488238098779,-1.2863107714967015,30.99787321858085,-110.64715960251617,98.85072447056967,36.48249101976026,0.22813939066983807,0.06445708368413842,5,0.0535109775097205,0.2701852004954542,0.14629823717698826,0.15774588127181155,0.02875879106471979,0.10431663338354216,0.2212903355432353,-25.893101979217317,-138.45166881975965,5,-131.50880639976276,-2.7255446996532555,-82.17238539948849,-98.48005869943881,-165.38033629991696,72.02858572748683,-12.767180898670631,-50000.0,-880000.0,5,-850000.0,200000.0,-470000.0,-700000.0,-1000000.0,535723.8094391549,0.0,69.9727358233769,-2.649186053247911,5,-1.191632214741574,82.71581901090369,33.661774885064496,38.70819406920381,-24.78542995298011,46.36607861350324,72.86192351293664,5,-9.735486620153461,-34.575175099650004,5,-28.40093510031693,-2.7395291996544984,-20.805826499754403,-14.90589149884363,-43.83653509864962,15.761104144314876,-14.146241601307338
tiny,,reinforce_minus_ppo,-141.6469683400006,-184.45502919999961,5,-164.10016720000203,-134.81165710000096,-160.56393244000066,-157.46850370000175,-205.8678222999988,28.006274457898297,-140.57151189999968,-0.2,-1.0,5,-1.0,0.0,-0.6,-1.0,-1.0,0.5477225575051662,0.0,1.0,0.2,5,0.0,1.0,0.6,1.0,0.0,0.5477225575051662,1.0,-0.006228828684633791,-0.2605226900679828,5,-0.3107993464179075,-5.083097803648684e-05,-0.13337575937630827,-0.03089744950311979,-0.3250586540004895,0.1690181621575976,-7.251598198809717e-05,-29.99851441642039,-168.80051034930497,5,-172.38524018735103,5.392569395486248,-99.39951238286268,-150.76568161333506,-174.23319487924388,91.4562636756199,-5.006014629869696,-0.175,-0.925,5,-0.875,0.0,-0.55,-0.875,-1.0,0.5046657309546587,0.0,-31.242618513471438,-159.78443506728127,5,-152.5567641157253,-0.022747817345930343,-95.51352679037635,-148.83601567529234,-172.48631571483173,85.98913374251187,-3.6657906286864943,-0.22350487833395602,-0.40623169035446577,5,-0.43160792136788073,-0.18544469791819884,-0.3148682843442109,-0.28543556613139864,-0.44125352145258434,0.1165325195391373,-0.23059971485099184,236.99449196057247,131.60298521991098,5,127.86862069975541,272.7297564009641,184.00958266020353,158.79224790012267,121.74271839996072,68.10049709705962,238.9145699002147,1670000.0,790000.0,5,850000.0,1900000.0,1230000.0,950000.0,650000.0,577278.0958948642,1800000.0,-79.50524916091737,-162.49327245605383,5,-167.6152576107744,-52.950355245300045,-120.99926080848559,-120.90500803805372,-178.1654195103333,53.24899391032704,-85.36026363796651,5,-141.8643022997734,-183.48793838086493,5,-164.33535350039347,-134.7470624988382,-160.47903904051964,-158.44801940075013,-204.11978930065743,27.272144044264895,-140.74497050195896
,a2c,medium_minus_large,-5.584937179999542,-34.37949217999994,5,-35.80160610000166,3.8729364999999234,-19.982214679999743,-21.94586989999516,-39.174189400000614,18.463749698639578,-6.8623445000012,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.888120103251907e-05,-0.00017538641393737285,5,-8.577939575271643e-05,0.0001147046878620106,-2.3157542829510547e-05,4.9482265911837686e-05,-0.00030195245393205283,0.0001754061718559678,0.00010775718176336824,32.388654598444916,18.721468448012736,5,26.016330651081944,36.388355081732186,26.308743989437893,26.389103873514017,12.420540624060209,8.813885463097014,30.329389716801103,0.3,0.125,5,0.125,0.375,0.2,0.125,0.125,0.11180339887498948,0.25,82.20612872571594,44.85908909064479,5,62.57609417632992,95.2111227942012,63.5517776976817,62.69863762298803,32.22315869100234,22.29193017251517,65.04987520388698,0.2037778648485821,-0.0018832202714421653,5,0.021131792165446805,0.3128612171965771,0.0878502351330934,0.040152836326589614,-0.045916261007347026,0.13764694126257968,0.1110215909842005,45.94169048030599,-73.91933746036011,5,-27.446287600960204,71.1520667005534,-9.360892240125395,-5.592467000493343,-128.61631320055676,77.23467142271366,43.69853990082993,300000.0,-350000.0,5,-150000.0,450000.0,0.0,100000.0,-650000.0,424264.0687119285,250000.0,64.76859737109842,16.45241154455114,5,26.501650301697993,85.47019651492683,38.24682759036376,36.831660832399464,1.4998832937808686,30.526790683194974,40.93074700901363,5,-4.442598039639416,-28.513623759996698,5,-25.174118799674034,2.988316600822145,-16.895071100124916,-20.351583000930987,-35.93414909985222,15.467264037662854,-6.003821200989478
,a2c,small_minus_large,-11.928307640000275,-36.22127539999856,5,-36.909400799999275,-6.938192199999321,-24.074791519999415,-29.4919983999971,-38.89778849999857,15.503904840766527,-8.136577700002817,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010816359665790642,-7.136327941887899e-05,5,-7.437068094029442e-05,0.00016742556859239421,1.8400158619513717e-05,2.1606696145592963e-05,-0.00011484086567969953,0.00011621309090150316,9.218007497957537e-05,34.98172852897467,15.795624444478245,5,21.096688820735835,38.91450282535243,26.17439578323686,28.953881785839883,7.844027880091858,12.186565459390225,34.0628776041643,0.3,0.125,5,0.125,0.375,0.2,0.125,0.125,0.11180339887498948,0.25,81.77598819622058,45.11776927198307,5,59.671911230388474,94.24502058690885,64.12213940191177,64.57654732966967,31.899858633467517,22.376472414633284,70.21735922912433,0.16807239644028754,-0.035392295551591645,5,-0.028371740275489055,0.2342452767076918,0.06061917692280907,-0.017333091137037515,-0.0514424530349713,0.13019643288188593,0.16599789235385143,45.53555693937524,-55.060885900678116,5,-54.43137250015934,70.54797129922008,-4.762664480651438,-4.790307101851795,-80.82568870061004,64.16644783361916,45.68607460014391,300000.0,-220000.0,5,-200000.0,450000.0,40000.0,0.0,-350000.0,334290.2930089356,300000.0,51.20035579318473,3.847253485163992,5,4.634272728379443,64.57477137826572,27.523804639174365,16.938626492093306,-3.485452261516116,30.507762612066195,54.95680485864945,5,-10.018254039734165,-30.301013580102882,5,-27.50846490101685,-5.606374899023649,-20.163822899995647,-27.39305010022872,-34.54754399912599,13.531263016046008,-5.7636806005830294
,a2c,small_minus_medium,0.25633988000190583,-8.730103760001658,5,-7.546128500001942,2.2647886000013386,-4.0925768399996745,-3.0961823999969056,-12.00951420000274,5.747780581068707,-0.07584769999812124,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001250928720599731,-3.26065534110409e-05,5,1.1408714812422005e-05,0.0001871115882523533,4.155770144902427e-05,4.269780906773768e-05,-8.615048561777527e-05,9.81455460269454e-05,5.272088073038361e-05,3.0245358685996733,-3.354132064536162,5,-4.576512743968351,3.7334878873631965,-0.13434820620103097,2.5261477436202426,-4.919641830346109,4.241330492878642,2.564777912325866,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.267265502098786,-1.6617914514637278,5,-0.9661022072923515,5.167484025237343,0.570361704230072,-0.3233000575348228,-3.0267263925995564,3.1335718700599804,2.0004531533397483,0.018175627095849967,-0.06654918349688246,5,-0.06852457660207867,0.054976301369650926,-0.02723105821028433,-0.03846488330248432,-0.07861594048888532,0.0540853741765582,-0.005526192027624277,34.38721845915643,-29.026655440203466,5,-25.465992100409494,47.790624499946716,4.598227759473957,22.65598049910841,-48.838905499666,40.144010014917505,26.849431398390152,230000.0,-170000.0,5,-150000.0,300000.0,40000.0,150000.0,-300000.0,253475.8371127315,200000.0,9.546120885204882,-26.17568038394279,5,-23.992120516920323,27.74311054586626,-10.723022951189396,-21.86737757331855,-30.513391656277378,23.475991813458453,-4.9853355552969845,5,0.1838290601845074,-6.721332659925975,5,-7.0414670992977335,1.3866051007262286,-3.2687517998707336,-2.334346101342817,-8.594691499845794,4.40047730866781,0.24014060040644836
,a2c,tiny_minus_large,-13.49253536000324,-43.443286039997474,5,-34.95207930000106,-6.8451118000048154,-28.269740500000626,-30.813219700001355,-56.76302959999521,19.9218172067425,-11.975262100000691,0.0,-0.8,5,-1.0,0.0,-0.4,0.0,-1.0,0.5477225575051662,0.0,0.8,0.0,5,0.0,1.0,0.4,0.0,0.0,0.5477225575051662,1.0,2.631251715459193e-05,-0.3575500978584914,5,-0.4365986867691799,0.00012356899453069836,-0.17741753690399562,-0.0002851611547105559,-0.4504121984663294,0.24295305801041775,8.479287571105942e-05,28.69519281421742,-135.77665793073257,5,-165.07339740891962,36.209539193759866,-52.78409609024909,18.791569926459317,-179.98085004109907,109.6114712861289,26.132657878554028,-0.15,-0.55,5,-0.625,-0.125,-0.35,-0.25,-0.625,0.25617376914899,-0.125,1.4909486826599276,-87.7619808669048,5,-98.12041032115292,15.624539337298131,-42.762481731651036,-14.732891874266727,-112.05292410661873,58.14214322402431,-4.530721693514948,-0.08313363599813517,-0.30123182772853446,5,-0.3179364483427471,-0.02505259129312465,-0.19218273186333482,-0.2321411579328857,-0.3190725420121462,0.13891306316140195,-0.06671091973577042,207.5606189799073,100.2509125593795,5,133.35738579918325,220.4355320005634,160.07904283968963,195.09015649964567,50.591202699673886,69.35124060163126,200.92093719938202,1350000.0,710000.0,5,950000.0,1400000.0,1070000.0,1250000.0,400000.0,413219.0702278877,1350000.0,-40.84121782827786,-95.69572742474811,5,-103.7400657282113,-13.731155285903128,-68.6274818673539,-61.78875586705473,-104.60487490013163,37.66681500056209,-59.2725575554686,5,-9.036171699570696,-38.797528480794426,5,-27.644666899774165,-2.8531625991963665,-22.824399260294012,-22.1920391007734,-52.45542390123592,19.314770540189677,-8.976703800490213
,a2c,tiny_minus_medium,2.9714147799997592,-22.864000120000856,5,-10.718048300004739,8.36096969999926,-8.287525820000884,-5.112917599999491,-34.81715970000005,16.435215121373105,0.8495268000006035,0.0,-0.8,5,-1.0,0.0,-0.4,0.0,-1.0,0.5477225575051662,0.0,0.8,0.0,5,0.0,1.0,0.4,0.0,0.0,0.5477225575051662,1.0,8.447351337177444e-05,-0.3576149389696891,5,-0.43670644395094327,0.0002093483902834148,-0.17739437936116612,-2.9911812150951178e-05,-0.45046168073224124,0.24304549978097734,1.6791299221496914e-05,-3.195171235412283,-154.99050892396167,5,-191.4625012824336,-0.17881588797231984,-79.09284007968697,-7.224760724622627,-192.40139066515928,103.03839025895934,-4.196731838247075,-0.325,-0.825,5,-0.75,-0.25,-0.55,-0.375,-1.0,0.31374750995027834,-0.375,-62.09916659402444,-158.27549960270565,5,-144.2760827976211,-49.42533586658885,-106.31425942933274,-77.43152949725476,-193.33153311535412,60.45843881568679,-67.10681586984487,-0.20391695631992893,-0.3500157291129423,5,-0.3580892846693367,-0.13607418227732515,-0.2800329669964282,-0.27315628100479916,-0.37957213693234754,0.09680954768590845,-0.2532729500983325,229.15145566008505,104.17126473998724,5,129.76887049882862,261.97369899974,169.43993507981503,176.73699209973347,56.18366970016723,80.36752887402548,222.53644410060588,1430000.0,650000.0,5,950000.0,1600000.0,1070000.0,1100000.0,300000.0,499499.74974968703,1400000.0,-77.10289528656116,-133.61085805781687,5,-131.10652520182964,-50.56281611830259,-106.87430945771764,-105.23994902199217,-144.74275407039542,36.097566438516324,-102.71950287606836,5,4.0435601991361185,-19.834184440406535,5,-5.841479200018512,8.289482200078055,-5.9293281601690975,-2.9728825995007355,-32.10384090030493,15.616026727915536,2.982079698900634
,a2c,tiny_minus_small,4.2750492999977725,-16.150796479999553,5,-5.03706990000137,6.096181099997921,-4.194948980001209,1.291465899998002,-27.271031199998106,13.559988573284995,3.945709199997509,0.0,-0.8,5,-1.0,0.0,-0.4,0.0,-1.0,0.5477225575051662,0.0,0.8,0.0,5,0.0,1.0,0.4,0.0,0.0,0.5477225575051662,1.0,1.205873522969192e-05,-0.35764321235642677,5,-0.4366202934653255,0.00019793967547099278,-0.17743593706261512,-0.0001703202890308564,-0.450504378541309,0.24298867872880123,-8.263269288133479e-05,-3.5900769554696863,-154.5223358274124,5,-187.82487792119093,-2.305118894276518,-78.95849187348597,-7.9302197256102716,-194.0272791947595,102.25956120262806,-2.7049636315925625,-0.325,-0.825,5,-0.75,-0.25,-0.55,-0.375,-1.0,0.31374750995027834,-0.375,-64.36099618693535,-158.0312688974912,5,-143.95278274008626,-54.592819891826196,-106.88462113356282,-74.4048031046552,-192.36543090806177,58.943864891435375,-69.10726902318461,-0.2155048451608069,-0.28973437959972304,5,-0.28956470806725804,-0.19105048364697608,-0.25280190878614384,-0.2676300889771749,-0.3009561964434622,0.047819933852021206,-0.21480806679584818,198.46344956044413,132.9671499804681,5,149.88756070134332,214.1830744997933,164.84170732034107,155.2348625992381,105.02257519983323,43.46415618390756,199.88046360149747,1240000.0,790000.0,5,900000.0,1300000.0,1030000.0,1100000.0,600000.0,286356.4212655271,1250000.0,-82.86424630266579,-109.43832671039067,5,-109.23914762851108,-78.30592666416885,-96.15128650652824,-100.25461346669519,-114.22936241411804,16.85968218154859,-78.72738235914804,5,5.438363619803567,-14.29945350071539,5,-3.213023199907184,6.9028770993518265,-2.6605763602983643,2.7532122998272825,-25.062373801007197,13.101021327417872,5.316425800243451
,ppo,medium_minus_large,-25.6810139200039,-67.3722491799992,5,-47.78955400000268,-18.404352900004596,-45.20557012000063,-46.54174179999609,-87.88974499999676,27.1148928188647,-25.402456900003017,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013026163885112573,-0.0002515712749256327,5,-0.0002644544875074484,-8.394454022342401e-05,-0.00019091645688837922,-0.00018188221817028172,-0.0002735325907214925,7.963940383576878e-05,-0.00015076844781924947,8.462080020133635,-9.18499284551417,5,-10.639416029022698,12.359950351464818,-0.36145641269026785,-1.4078106034032771,-11.61916078306109,11.096542999516522,9.499155000570909,0.075,-0.075,5,0.0,0.125,0.0,0.0,-0.125,0.08838834764831845,0.0,14.76158362190166,-9.568611852885983,5,-7.04341785399302,28.619776593963024,0.19489096517369262,-6.025705836190383,-13.356402851225425,16.467406924409325,-1.2197952266857328,0.007410445117457786,-0.0506764122565726,5,-0.04123859215401238,0.011276629524456072,-0.019944925754067432,-0.005821747915934372,-0.07410127545200207,0.03696927160154118,0.010160357227155581,10.015918240077008,-4.1476680002611825,5,-1.7355710001611442,13.51067950019933,2.8011465598967336,-0.837800800021796,-8.214698600480915,9.24406053513813,11.283123699948192,40000.0,0.0,5,0.0,50000.0,20000.0,0.0,0.0,27386.127875258306,50000.0,8.915385755833046,-25.766262036206683,5,-25.567863479179636,20.49695426788759,-8.211712545358642,-4.141267044019884,-35.70853011518625,22.604452170720148,3.862143643704968,5,-26.207431598327094,-66.6962585793568,5,-47.854690900290734,-19.220990097728645,-45.21971217918035,-46.801014700278756,-86.70236839944482,26.43050526162802,-25.519496798158798
,ppo,small_minus_large,-54.56443470000231,-84.85139145999929,5,-84.09878919999755,-43.51989620000313,-69.91275790000145,-71.50343790000261,-92.27797049999936,19.612496608314625,-58.16369570000461,0.0,-0.6,5,0.0,0.0,-0.2,0.0,-1.0,0.44721359549995804,0.0,0.6,0.0,5,0.0,1.0,0.2,0.0,0.0,0.44721359549995804,0.0,-5.338780933956677e-05,-0.04814043713409914,5,-0.0002148654318847587,2.1054164173639478e-05,-0.016114512730423212,-0.00012502410767400995,-0.08015071248504924,0.03579742296199075,-0.00010301579168170427,4.972936786402471,-95.45805706326952,5,-20.376057272822578,16.045280481962948,-33.82786578520275,-9.90949405720113,-152.49043240064844,67.65416421344949,-2.4086256773045136,0.075,-0.225,5,0.0,0.125,-0.05,0.0,-0.375,0.18957188610128878,0.0,17.15239536870174,-30.69676046358895,5,-17.448542361508203,36.445770625500586,-7.266701627941046,-12.138488365338787,-47.48239323586134,30.777617586878097,4.290145197502511,0.02132677140240642,-0.005002147529957357,5,-0.005689914091811299,0.033774815262199276,0.00631646748639767,-0.0018119749638338956,-0.005909467251165146,0.016864850663207392,0.011218878476599414,7.241158279899537,-8.956106120034383,5,-7.320156600155315,9.774543499836,-0.8574739200674231,-2.518047999848932,-13.811084700006177,10.421786007931887,9.587376199837308,40000.0,-20000.0,5,0.0,50000.0,10000.0,0.0,-50000.0,41833.00132670378,50000.0,15.496640927693523,-12.013936961309621,5,-7.4856865789876395,22.662851688421824,1.2860591480759127,-6.356099393915969,-19.37110612732843,17.785824253400616,16.98033615218978,5,-54.74608323979119,-84.19368557958587,5,-83.43981019953935,-43.8345269995807,-69.7590147200237,-71.37861530179725,-91.3550960985267,19.030512498830962,-58.787025000674475
,ppo,small_minus_medium,-13.927959840001858,-33.72040052000157,5,-32.76123880000159,-4.388225500002591,-24.707187780000822,-25.115543299998535,-37.557047400001466,12.688580151569628,-23.713883899999928,0.0,-0.6,5,0.0,0.0,-0.2,0.0,-1.0,0.44721359549995804,0.0,0.6,0.0,5,0.0,1.0,0.2,0.0,0.0,0.44721359549995804,0.0,0.00016300621973694974,-0.04801229288723981,5,-3.298321371447699e-05,0.00017182261199288895,-0.015923596273534835,0.00014850848304748254,-0.08006676794482581,0.03585722195681907,0.0001614386958257441,0.21067049378326033,-92.68919586875019,5,-11.907780677875422,3.68533013049813,-33.46640937251247,-9.73664124379988,-151.08262179724517,66.10419402268208,1.709666725859961,0.075,-0.225,5,0.0,0.125,-0.05,0.0,-0.375,0.18957188610128878,0.0,9.790104834975637,-28.273384900700886,5,-10.405124507515183,17.646548048727936,-7.461592593114739,-6.112782529148404,-46.262598009175605,24.39329170752553,7.825994031537562,0.048914596387104006,0.006303700368706267,5,0.004009772952100477,0.06841136136019077,0.026261393240465104,0.023614458035043695,-5.7751047856657856e-05,0.027630064230397735,0.03532912490284723,-0.5496514998994826,-7.923607219951373,5,-3.736136000363331,0.8945420003256004,-3.6586204799641564,-1.6957475001108833,-12.075513699845033,4.983678858867613,-1.6802471998271358,0.0,-30000.0,5,0.0,0.0,-10000.0,0.0,-50000.0,22360.679774997898,0.0,21.591206245067944,-1.9815867764644395,5,2.165897420534236,28.22284353619861,9.497771693434554,6.196757351851204,-10.218243037620937,15.322500507698932,21.121603196209662,5,-14.149927140253567,-33.341567820360794,5,-33.26752820251568,-4.652727699081879,-24.539302540843345,-24.613536901852058,-36.638795499260596,12.44077987401756,-23.52392440150652
,ppo,tiny_minus_large,-42.68678512000115,-78.61592839999867,5,-67.80582839999624,-37.83478120000291,-59.735776880000046,-58.03832380000313,-95.13693129999956,23.429836226878514,-39.863019699998404,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.107186489983427e-05,-0.000227307538231436,5,-0.00021666644634521504,4.353983640137393e-05,-0.00014005988667449288,-0.00021251607367434033,-0.00024534436239620483,0.00012340720382153308,-6.93123873580781e-05,0.9971366432197157,-11.541212306437211,5,-12.182493143284887,4.964191111435355,-5.272037831608747,-8.550199172434844,-12.395438036590718,8.12543418003074,1.8037500828313568,0.075,0.0,5,0.0,0.125,0.025,0.0,0.0,0.055901699437494755,0.0,14.150192715414061,-8.717075177595575,5,-9.75244731807254,25.735461114439204,1.0286420309202071,-4.384383875518324,-9.848048688157235,14.831136851736238,3.3926289219099317,0.0081508765920419,-0.012215414443390004,5,-0.012488762030441802,0.019842138046936908,-0.0043705271536978564,-0.010433980604383164,-0.012832783775841627,0.01381118235113984,-0.0059392474047595956,14.853185199893778,2.593131940144667,5,4.182624799879704,19.931632899748365,8.518304400101623,9.930355100292218,-1.7414932997562573,8.05376881253474,10.288402500344091,80000.0,20000.0,5,50000.0,100000.0,50000.0,50000.0,0.0,35355.33905932738,50000.0,5.805086345246099,-15.794352732141288,5,-11.737125732728288,13.083210152727077,-4.925415169199954,-5.353340107376027,-23.307408884677812,13.845113107199476,2.6875887260552815,5,-43.003590218928004,-77.69722179983656,5,-66.94955929972275,-37.93104259823667,-59.3295045792147,-57.30417369835777,-93.53690119985185,22.52166736310013,-40.92584609990445
,ppo,tiny_minus_medium,-1.177698059999966,-28.753312259999074,5,-21.264086600000155,7.926534300004278,-14.53020675999942,-12.432324299999891,-39.63397089999853,17.58758673446298,-7.247186300002795,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010856220036976616,-2.467397435128582e-05,5,4.778804116223334e-05,0.00012748437662479795,5.0856570213886344e-05,6.1016517047152163e-05,-9.457591457695536e-05,8.795395851190837e-05,0.00011256983081220362,0.7080869288907309,-11.666452214562417,5,-7.395759240029463,3.211560686234634,-4.91058141891848,-1.7560220075680206,-18.049354173005753,8.270768859671552,-0.5633323602237965,0.075,0.0,5,0.0,0.125,0.025,0.0,0.0,0.055901699437494755,0.0,5.7288331192386295,-3.2053489513952345,5,-2.8843154795238206,8.972018975707101,0.8337510657465146,-2.8046308341642145,-3.726741481882158,5.665017846462977,4.6124241485956645,0.04565593196628988,-0.010374214801965787,5,-0.007011035859907255,0.06816202804724247,0.015574398600369577,0.009681780819781327,-0.023765391554897874,0.0356716345323895,0.030804611549629213,15.280842780097009,-2.0107567397513777,5,-0.9947211996041005,21.66720389990951,5.717157840204891,-0.9036924997344613,-3.580324399907113,10.889866122821369,12.39732340036062,70000.0,0.0,5,0.0,100000.0,30000.0,0.0,0.0,44721.359549995796,50000.0,14.265864960457709,-6.199600227596238,5,-7.413744115160512,23.971404382457962,3.2862973761586884,2.260454594501823,-9.215483751080995,13.344110540968959,6.828855770075165,5,-1.3291817600897047,-27.814528480408626,5,-20.148544599443994,6.928844800386287,-14.109792400034348,-12.411545800077874,-38.08318360062913,16.655537463481824,-6.8345328004070325
,ppo,tiny_minus_small,24.046325240002624,-5.217065819999698,5,-2.8589608000002045,31.640418200004206,10.176981020001403,16.29296080000131,-14.518427599999995,18.580534731776098,20.3289145000017,0.6,0.0,5,0.0,1.0,0.2,0.0,0.0,0.447213595499958,0.0,0.0,-0.6,5,0.0,0.0,-0.2,0.0,-1.0,0.447213595499958,0.0,0.04809238229646173,-0.0001695180656934081,5,-0.00011365065466351076,0.08019425232145061,0.01597445284374872,-8.749196600033038e-05,-0.0002663985265698443,0.03590026153209012,0.0001455530445266806,91.95641546322874,-7.343664963479921,5,-6.141573495130331,154.2941824834798,28.555827953593997,-2.2729990860837574,-11.081089370527593,70.63795805468513,7.98061923623186,0.225,0.0,5,0.0,0.375,0.075,0.0,0.0,0.16770509831248423,0.0,30.310206214728787,-7.276727224179638,5,-8.674529073020835,50.87502215777127,8.295343658861253,2.3860410472662466,-10.710309511061382,24.988112813295707,7.600493673350968,-0.0038410381014650553,-0.017916022417920806,5,-0.013932677215262368,-0.00024933331294829664,-0.010686994640095527,-0.011020808812007732,-0.023707640507041217,0.009043009118427635,-0.004524513353218018,22.577349159950973,0.4980461004037352,5,0.7010263005067827,33.74271759975454,9.375778320169047,0.7765547000926745,0.155811600456218,14.426344198549506,11.502781400035019,100000.0,0.0,5,0.0,150000.0,40000.0,0.0,0.0,65192.024052026485,50000.0,-2.0237052190719056,-11.23364608359961,5,-9.579641535694748,1.0027592865399413,-6.211474317275867,-4.251439153740648,-14.292747426134497,5.867598218841574,-3.936302757349381,5,23.821550821695563,-4.346952559043712,5,-2.1818051013251534,30.452769201892806,10.429510140808997,16.4902508998166,-13.469646698777069,17.86469825925773,20.855982402437803
