absolute_steering_maximum,absolute_steering_mean,absolute_steering_minimum,absolute_steering_q25,absolute_steering_q50,absolute_steering_q75,absolute_steering_q90,absolute_steering_standard_deviation,actor_name,algorithm,braking_fraction,circuit_identity,circuit_length,circuit_seed,circuit_split,curvature_q25,curvature_q50,curvature_q75,curvature_q90,evaluation_index,final_progress,interactions,lap_time,maximum_progress,near_saturated_steering_fraction,observation_type,outcome,positive_throttle_fraction,return,root_identity,run_checksum,run_id,simulated_time,speed_maximum,speed_mean,speed_minimum,speed_q25,speed_q50,speed_q75,speed_q90,speed_standard_deviation,throttle_maximum,throttle_mean,throttle_minimum,throttle_q25,throttle_q50,throttle_q75,throttle_q90,throttle_standard_deviation,training_duration,training_interactions
0.932077169418335,0.295200405058896,0.0009764765272848308,0.11134354211390018,0.20656071603298187,0.40942590683698654,0.7373826861381534,0.25088113328801015,large,a2c,0.39111747851002865,0,535.0,0,development,0.0,0.0,0.05485719880639534,0.07281977084620031,28,1.0002051170157147,698,27.92,1.0002051170157147,0.03868194842406877,frenet,completed,0.6088825214899714,214.32617845600177,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,27.92,23.374522677222288,18.039068423093557,0.0,17.170140974231174,18.54177209092171,19.761429052246683,21.120649309254254,3.401411217227942,0.9972430467605591,0.22147159787146928,-0.6647987961769104,-0.12064527720212936,0.13881666958332062,0.5654934048652649,0.8707125902175904,0.421096937770785,260.2875628004658,1450000
0.7848231196403503,0.5629547078945283,0.005017980933189392,0.4256530925631523,0.6530025899410248,0.739869549870491,0.7635628938674927,0.2198235470286833,large,a2c,0.0,0,535.0,0,development,0.0,0.0,0.05485719880639534,0.07281977084620031,2,0.03344971963588272,138,,0.03344971963588272,0.0,frenet,crashed,1.0,-7.160578580480517,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,5.5200000000000005,11.160360645527287,3.848204301869739,0.0,1.045901654181933,2.3368623692276147,6.488759119796304,9.642086693923682,3.430695934903186,0.43426716327667236,0.22514138046814047,0.06691952049732208,0.07891943491995335,0.17953745275735855,0.39665989577770233,0.43083667755126953,0.14721497362458166,27.52263989995481,150000
0.9680827856063843,0.30551628874391856,0.00022422149777412415,0.13233986496925354,0.21611858904361725,0.4316142499446869,0.721941363811493,0.2459266605058036,large,a2c,0.39492242595204513,0,535.0,0,development,0.0,0.0,0.05485719880639534,0.07281977084620031,29,1.0000601347591924,709,28.36,1.0000601347591924,0.04372355430183357,frenet,completed,0.6050775740479548,212.36178660903738,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,28.36,22.44235256333571,17.64347152313845,0.0,16.61943755779007,18.320757942816613,19.492616835857792,20.661343546349592,3.315892447265216,0.9978054761886597,0.22015542184969486,-0.5564970374107361,-0.10993330180644989,0.13811525702476501,0.5662240386009216,0.8966859340667724,0.42441100021197287,269.11275600037334,1500000
0.9373550415039062,0.29829010720539206,0.0007832979899831116,0.1353856436908245,0.2324783056974411,0.40043917298316956,0.6531030535697937,0.22549953041193682,large,a2c,0.37252124645892354,0,535.0,0,development,0.0,0.0,0.05485719880639534,0.07281977084620031,30,1.0001133710629653,706,28.240000000000002,1.0001133710629653,0.009915014164305949,frenet,completed,0.6274787535410765,212.93525836629522,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,28.240000000000002,23.190809866898245,17.545601004612728,0.0,15.860382548967166,18.69661808249502,19.794222433023798,20.914415491330516,3.5690147346055343,0.9962775707244873,0.22365686705900903,-0.5270715355873108,-0.08287736214697361,0.18077585846185684,0.569042906165123,0.8923579752445221,0.4201303011191566,277.9013259002422,1550000
0.9586182832717896,0.33211111737900456,0.0011050510220229626,0.14142248034477234,0.2308133840560913,0.5145668983459473,0.7738553285598756,0.2571764132836363,large,a2c,0.386066763425254,0,535.0,0,development,0.0,0.0,0.05485719880639534,0.07281977084620031,31,1.0003134644277636,689,27.560000000000002,1.0003134644277636,0.027576197387518143,frenet,completed,0.613933236574746,215.9022011115207,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,27.560000000000002,24.418384257377145,18.170128597723977,0.0,16.28584879395271,19.39814877614919,20.57547562429853,21.81943180524306,3.842074074997926,0.9979926943778992,0.24389699339068796,-0.6147230863571167,-0.09528519958257675,0.2225801944732666,0.6568869352340698,0.9423802733421328,0.4521819550808383,287.3676867001377,1600000
0.9819338321685791,0.3646864315669518,0.002665908308699727,0.16369341686367989,0.2722689062356949,0.5416829437017441,0.8495107352733612,0.2719081435941331,large,a2c,0.3764705882352941,0,535.0,0,development,0.0,0.0,0.05485719880639534,0.07281977084620031,32,1.0000114169115157,680,27.2,1.0000114169115157,0.06911764705882353,frenet,completed,0.6235294117647059,217.60481985373718,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,27.2,24.361697189825097,18.4485552136436,0.0,16.877790649035337,19.56653863448566,20.74526585683809,21.69285637332812,3.7531073349985395,0.9983507394790649,0.24133183725096066,-0.6257773041725159,-0.09288514405488968,0.17907258123159409,0.6402486860752106,0.9427385032176973,0.44322542073089005,296.232544500097,1650000
0.9763978123664856,0.4462855494253371,0.000987864681519568,0.14936256408691406,0.3072742819786072,0.8092524409294128,0.9367194771766663,0.33795646562109394,large,a2c,0.2326283987915408,0,535.0,0,development,0.0,0.0,0.05485719880639534,0.07281977084620031,33,0.48609001398358304,331,,0.48609001398358304,0.16012084592145015,frenet,crashed,0.7673716012084593,30.321161996133903,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,13.24,25.417905343929846,19.455905804664457,0.0,19.061236386616983,20.30429240871302,23.158296331591252,23.98443167820797,5.224629136929382,0.9982849955558777,0.3187959085755315,-0.45208969712257385,0.01506858877837658,0.2406836301088333,0.5762635469436646,0.9920588135719299,0.40832027130829973,305.178076500164,1700000
0.9838342666625977,0.4147559583116488,7.835030555725098e-05,0.20101818442344666,0.3431053161621094,0.6062894761562347,0.8736207842826844,0.2738120284769799,large,a2c,0.3605150214592275,0,535.0,0,development,0.0,0.0,0.05485719880639534,0.07281977084620031,34,1.0000749948713998,699,27.96,1.0000749948713998,0.08869814020028613,frenet,completed,0.6394849785407726,214.16046260102195,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,27.96,22.63574487860066,18.213691094288542,0.0,17.44125259252194,18.761198140537612,19.96876085439753,21.04895452717971,3.2886506129673654,0.9994968771934509,0.25091592274014657,-0.6555806994438171,-0.1710018813610077,0.30629873275756836,0.6103555858135223,0.9222146034240722,0.45670236303459566,314.0809354001831,1750000
0.9795359969139099,0.4344844490871765,0.0018341222312301397,0.2079930454492569,0.4005258083343506,0.6096565872430801,0.8876126229763031,0.2754368742229268,large,a2c,0.38493150684931504,0,535.0,0,development,0.0,0.0,0.05485719880639534,0.07281977084620031,35,1.0001159966137696,730,29.2,1.0001159966137696,0.09041095890410959,frenet,completed,0.6150684931506849,208.55242468669263,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,29.2,20.47339568860217,17.620600528455597,0.0,17.562216563297373,18.40819037451729,18.8511275353351,19.31878666144482,2.8971506113490895,0.9989009499549866,0.22922636672578536,-0.604074239730835,-0.16720516234636307,0.2629452049732208,0.571622684597969,0.6847388327121736,0.41480487790120046,322.84462490033184,1800000
0.9347951412200928,0.38801089846548176,0.0040726251900196075,0.20717933028936386,0.3562364876270294,0.5180892646312714,0.752912700176239,0.23528934268068932,large,a2c,0.3857729138166895,0,535.0,0,development,0.0,0.0,0.05485719880639534,0.07281977084620031,36,1.0000166367034327,731,29.240000000000002,1.0000166367034327,0.024623803009575923,frenet,completed,0.6142270861833106,208.39430189687914,0,79483ebc146b1df6037bfdefe2a5ebef8b6b50e1c6aa7cafe647a1f5e5a53fe5,a2c-large-frenet-seed-0,29.240000000000002,20.659087653153556,17.337786627475584,0.0,16.906740589973126,17.952565611538855,19.012387996620962,19.533010315229504,3.0081149531098927,0.9907682538032532,0.23735518283742607,-0.7322877049446106,-0.17896705120801926,0.3325559198856354,0.5958732962608337,0.7334874868392944,0.4306529665180569,331.76293430003716,1850000
